POSLOG: Task 2.2 started with visuals: False
POSLOG: X: -358.52, Y:-4.917552, Z: 56.82005
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12002
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12002
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12002
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12002
POSLOG: X: -369.58, Y:-4.917552, Z: 47.12001
